patent_id,organization_id
6698592,5
6732582,5
7014823,5
7084040,5
7104515,5
7229848,5
7470056,5
7477398,5
7648834,5
7652001,5
7666981,5
7696453,5
7824857,5
7984792,5
8036137,5
8088385,5
8167213,5
8183274,5
8188636,5
8276200,5
8356997,5
8606346,5
8644991,5
8710045,5
8755118,5
8929589,5
8987688,5
9071234,5
9088903,5
9129676,5
9136558,5
9157852,5
9178936,5
9186302,5
9248176,5
9252118,5
9353428,5
9355699,5
9427497,5
9428394,5
9490862,5
9492428,5
9520877,5
9532875,5
9569973,5
4028948,5
4075687,5
4397215,5
4891934,5
4900502,5
5208726,5
5239488,5
5662908,5
5726375,5
5729026,5
5932290,5
5942117,5
5951657,5
6287764,5
6385579,5
6538776,5
6847164,5
6951147,5
7042631,5
7060983,5
7173265,5
7214498,5
7474180,5
7488294,5
7507547,5
7516525,5
7560242,5
7588657,5
7698106,5
7742597,5
7790066,5
7814348,5
7906490,5
7915587,5
8029431,5
8178502,5
8211645,5
8277819,5
8293725,5
8492081,5
8592791,5
8639312,5
8650186,5
8748569,5
8776062,5
8777156,5
8883760,5
8883995,5
8893554,5
8896346,5
8901086,5
8933082,5
8987213,5
9063344,5
9421203,5
9533150,5
9556418,5
4157135,5
4193335,5
4318055,5
4473863,5
4528490,5
4652886,5
4863799,5
5247042,5
5863872,5
5897840,5
6459713,5
6467350,5
6821084,5
6829384,5
6852395,5
6955798,5
6984102,5
6995504,5
7008749,5
7061955,5
7114388,5
7220730,5
7344982,5
7405287,5
7490029,5
7560400,5
7560417,5
7585497,5
7642239,5
7650529,5
7692116,5
7693355,5
7767788,5
7795389,5
8029980,5
8068062,5
8076667,5
8077958,5
8114358,5
8128942,5
8183180,5
8222022,5
8244932,5
8252823,5
8285766,5
8378089,5
8722399,5
8778305,5
8792332,5
8821876,5
8892624,5
9047950,5
9073965,5
9113535,5
9129691,5
9209369,5
9297494,5
9305116,5
9336058,5
9349910,5
9393306,5
9455094,5
9528925,5
3971125,5
4156861,5
4241876,5
4250235,5
4775215,5
4853122,5
4876944,5
5091840,5
5311192,5
5325475,5
5481110,5
5519053,5
5962166,5
5973451,5
6289842,5
6551561,5
6589405,5
6661942,5
6695146,5
6770477,5
6804607,5
7058558,5
7437766,5
7493406,5
7575889,5
7700756,5
7721478,5
7808016,5
7882485,5
7892408,5
7952360,5
8022416,5
8152992,5
8246298,5
8266697,5
8278278,5
8327960,5
8367815,5
8431390,5
8621277,5
8648051,5
8662215,5
8748407,5
8752395,5
8961948,5
9006404,5
9075128,5
9089353,5
9272050,5
9289436,5
9339462,5
9467879,5
9475855,5
9576031,5
3963872,5
3979754,5
3986234,5
4102269,5
4307994,5
4438866,5
4560304,5
4640182,5
4827829,5
4828699,5
4992255,5
5183957,5
5319788,5
5475857,5
5518934,5
5818373,5
6144581,5
6699966,5
6784139,5
6816405,5
7160687,5
7253003,5
7369961,5
7569552,5
7646850,5
7675624,5
7771833,5
7890294,5
7973062,5
8044103,5
8053421,5
8278072,5
8299200,5
8309528,5
8311035,5
8443539,5
8456345,5
8472766,5
8476749,5
8512490,5
8550038,5
8551868,5
8650213,5
8650623,5
8666988,5
8680512,5
8806510,5
8946389,5
9113026,5
9297955,5
9359299,5
9364587,5
9404156,5
9418016,5
9499856,5
3984701,5
3989947,5
4207040,5
4232527,5
4716064,5
4776925,5
4927806,5
5174558,5
5432202,5
5747815,5
5837011,5
6122404,5
6150849,5
6228603,5
6452835,5
6636669,5
6762213,5
6946868,5
7116426,5
7294413,5
7362843,5
7492400,5
7510997,5
7655461,5
7711821,5
7912327,5
7962473,5
8051021,5
8087880,5
8105819,5
8193167,5
8207151,5
8431340,5
8460870,5
8645757,5
8745761,5
8778976,5
8784866,5
8785505,5
8822155,5
8860429,5
8895717,5
9051357,5
9158841,5
9173871,5
9233087,5
9433252,5
9495517,5
9503747,5
9586181,5
4085172,5
4176207,5
4218276,5
4642029,5
4786683,5
4870888,5
5206533,5
5207877,5
5234201,5
5553791,5
5762808,5
5831489,5
6087618,5
6115168,5
6290065,5
6292499,5
6359920,5
6486697,5
6534248,5
6625100,5
6904344,5
6915225,5
7295580,5
7326954,5
7329323,5
7375132,5
7449072,5
7501814,5
7527687,5
7667555,5
7724197,5
7730364,5
7856503,5
8012374,5
8035083,5
8095494,5
8099781,5
8192928,5
8202849,5
8242165,5
8247120,5
8252772,5
8293245,5
8455051,5
8499292,5
8555725,5
8562809,5
8591669,5
8759662,5
8769839,5
8841540,5
8933301,5
8936933,5
8946454,5
9010214,5
9105848,5
9226920,5
9256830,5
9274067,5
9276370,5
9445994,5
9469684,5
9494763,5
9600062,5
4213587,5
4337407,5
4581437,5
4623849,5
4706785,5
4746476,5
4766171,5
4851502,5
5041734,5
5098079,5
5155198,5
5393350,5
5694938,5
5773047,5
5790583,5
6174664,5
6210923,5
6251657,5
6432067,5
6733913,5
6924487,5
7026343,5
7073510,5
7236151,5
7271458,5
7329727,5
7492727,5
7541150,5
7622150,5
7999079,5
8054095,5
8069835,5
8143398,5
8165979,5
8396053,5
8476241,5
8535315,5
8560689,5
8645966,5
8673887,5
8748566,5
8906978,5
8911087,5
8943509,5
9073982,5
9119824,5
9283194,5
9283511,5
9289504,5
9323332,5
9498499,5
9527722,5
9534256,5
3952297,5
3986142,5
4188198,5
4221748,5
4374492,5
4828758,5
4973630,5
4978573,5
5709219,5
5817446,5
5889659,5
5974335,5
5990604,5
6490217,5
6510349,5
6546031,5
6667897,5
6692738,5
6794109,5
6949304,5
7462646,5
7477806,5
7527661,5
7612290,5
7667560,5
7773064,5
7820490,5
7857803,5
7890649,5
7910058,5
7974170,5
7999445,5
8048983,5
8096712,5
8102174,5
8103892,5
8288799,5
8367621,5
8413752,5
8415037,5
8452254,5
8546027,5
8557518,5
8591854,5
8592168,5
8598321,5
8635940,5
8685400,5
8803555,5
8856060,5
8862803,5
8865466,5
8961999,5
9090320,5
9142833,5
9251073,5
9289507,5
9401920,5
9499592,5
9540647,5
4060117,5
4258266,5
4561795,5
4563913,5
4843611,5
4880699,5
4882402,5
5207952,5
5394003,5
5449397,5
5700644,5
6062392,5
6088380,5
6105904,5
6388755,5
6497968,5
6517763,5
6852160,5
6987392,5
7437912,5
7583789,5
7746978,5
7807705,5
7834875,5
8034549,5
8112758,5
8383416,5
8404449,5
8450468,5
8526471,5
8533722,5
8567969,5
8604681,5
8616854,5
8686892,5
8710424,5
8726670,5
8767193,5
8832936,5
8874719,5
8968267,5
9045470,5
9261897,5
9452049,5
9536512,5
9561544,5
3997042,5
4611089,5
4731132,5
4744623,5
4900621,5
4914407,5
5343555,5
5512511,5
5600273,5
6125053,5
6182512,5
6204049,5
6300612,5
6759983,5
6894174,5
7034310,5
7081161,5
7132837,5
7157227,5
7268358,5
7317741,5
7332112,5
7357928,5
7547865,5
7630950,5
7689021,5
7743967,5
7807383,5
7838495,5
7848566,5
7919466,5
8014959,5
8053818,5
8062729,5
8212012,5
8293531,5
8366755,5
8393858,5
8404384,5
8444683,5
8460878,5
8484649,5
8486421,5
8524028,5
8553690,5
8681064,5
8753965,5
8774244,5
8916722,5
8942265,5
8951971,5
8957528,5
8992881,5
8998131,5
8999105,5
9082918,5
9112275,5
9135069,5
9321994,5
9392759,5
9493841,5
9517240,5
9572835,5
3955935,5
4229740,5
4457518,5
4646617,5
4690032,5
4789507,5
4792173,5
4825712,5
5070440,5
5484951,5
5600788,5
5604581,5
5622361,5
5852623,5
5937123,5
6333648,5
6452240,5
6770478,5
6778429,5
6821485,5
6861252,5
6904701,5
7314926,5
7329649,5
7359415,5
7404950,5
7468967,5
7684963,5
7964701,5
8004278,5
8031338,5
8186168,5
8211436,5
8228706,5
8342271,5
8382432,5
8418288,5
8457810,5
8541322,5
8551714,5
8653278,5
8661037,5
8748165,5
8814979,5
8816807,5
8945906,5
9046483,5
9096833,5
9099581,5
9188753,5
9198921,5
9294419,5
9398676,5
9449851,5
9575144,5
3993399,5
4079628,5
4392355,5
4436016,5
4485472,5
4683714,5
4765939,5
4777863,5
4807968,5
4978650,5
5051603,5
5267340,5
5281973,5
5627392,5
5742075,5
5879425,5
6175667,5
6230397,5
6448560,5
6456988,5
6631648,5
6663793,5
6864570,5
6927569,5
6965142,5
7002762,5
7352785,5
7505876,5
7719983,5
7922787,5
7943388,5
7961631,5
7982878,5
8022394,5
8048640,5
8087090,5
8151644,5
8185352,5
8397418,5
8434087,5
8445174,5
8811758,5
8839417,5
8840912,5
8871497,5
9048720,5
9086386,5
9088126,5
9198150,5
9226731,5
9239383,5
9252320,5
9252640,5
9270198,5
9341458,5
9493537,5
9513919,5
4076096,5
4732575,5
4855376,5
5080557,5
5138929,5
5144262,5
5175617,5
5308422,5
5438905,5
5906863,5
6125385,5
6278115,5
6379925,5
6479636,5
6500133,5
6894828,5
7112444,5
7280633,5
7330032,5
7410769,5
7431935,5
7455975,5
7477050,5
7511624,5
7584691,5
7595019,5
7611866,5
7704507,5
7872027,5
7872850,5
7935784,5
7940672,5
7947491,5
7987813,5
8030521,5
8106430,5
8114567,5
8178104,5
8370812,5
8383794,5
8394818,5
8395947,5
8478874,5
8490072,5
8592612,5
8609624,5
8665334,5
8688850,5
8771671,5
8805952,5
8822045,5
8884006,5
8885877,5
8938115,5
9017018,5
9030320,5
9046450,5
9084775,5
9134953,5
9156906,5
9180214,5
9270077,5
9493252,5
9540619,5
9566254,5
3950114,5
3950750,5
4084964,5
4111369,5
4258572,5
4563253,5
4645837,5
4717508,5
4800353,5
4835277,5
5171722,5
5340531,5
5448189,5
5596304,5
5599748,5
5728465,5
5825799,5
5962504,5
6288705,5
6409848,5
6728732,5
6767653,5
6798817,5
6815145,5
6816148,5
7101115,5
7296274,5
7349915,5
7374538,5
7379939,5
7402298,5
7504852,5
7511025,5
7598341,5
7610397,5
7640691,5
7679039,5
7700738,5
7753888,5
7760535,5
7878063,5
7932212,5
7982513,5
8125758,5
8128921,5
8148320,5
8180053,5
8316971,5
8405469,5
8422197,5
8425702,5
8470780,5
8493842,5
8538512,5
8596466,5
8627070,5
8680182,5
9005575,5
9029408,5
9107293,5
9121747,5
9130533,5
9158137,5
9169686,5
9177547,5
9184332,5
9186755,5
9289130,5
9318767,5
9364158,5
9522198,5
9551037,5
9561196,5
9562258,5
9600766,5
RE41748,5
4047179,5
4056745,5
4143617,5
4178667,5
4180972,5
4836849,5
4910083,5
5040778,5
5057645,5
5606291,5
5686368,5
5788181,5
6020452,5
6069843,5
6110247,5
6221247,5
6483735,5
6641971,5
6716184,5
6757787,5
6841407,5
7305378,5
7390689,5
7514078,5
7749511,5
7767296,5
7832335,5
7842479,5
7867983,5
7982434,5
8016551,5
8268584,5
8278631,5
8368584,5
8426568,5
8461362,5
8555240,5
8557526,5
8728180,5
8784632,5
8887719,5
8923577,5
8949801,5
8952028,5
9040771,5
9063143,5
9173950,5
9178937,5
9219603,5
9246865,5
9256838,5
9556256,5
9564134,5
3969890,5
4049336,5
4221651,5
4246215,5
4265510,5
4268220,5
4333661,5
4566184,5
4703103,5
4719281,5
4776999,5
4853030,5
5390864,5
5551968,5
5644177,5
5713775,5
5763219,5
5917385,5
6284784,5
6291927,5
6428910,5
6665479,5
6920646,5
7093504,5
7169358,5
7176146,5
7504069,5
7581507,5
7608269,5
7696185,5
7713736,5
7714102,5
7746084,5
7758303,5
7811558,5
8072289,5
8107703,5
8293040,5
8452408,5
8564884,5
8580488,5
8601237,5
8613431,5
8647124,5
8759324,5
8802733,5
8883266,5
8920625,5
8927578,5
8969927,5
9151732,5
9176114,5
9181330,5
9226981,5
9286032,5
9431565,5
9495137,5
9511399,5
9534319,5
9573125,5
9589229,5
3946968,5
3977000,5
4032847,5
4075630,5
4181976,5
4392196,5
4621409,5
4779070,5
4944896,5
4985858,5
5280169,5
5554220,5
5681706,5
6014117,5
6474573,5
6619123,5
6676381,5
6794128,5
6808561,5
6813050,5
6871565,5
6974801,5
6994979,5
7074369,5
7179797,5
7545335,5
7558305,5
7576682,5
7607523,5
7695841,5
7809428,5
8020095,5
8187802,5
8255554,5
8255852,5
8322470,5
8331139,5
8435993,5
8466167,5
8506921,5
8579434,5
8582972,5
8609409,5
8628972,5
8884027,5
9186370,5
9232119,5
9320736,5
9334307,5
9415076,5
9423484,5
9504745,5
9527895,5
9548684,5
3954234,5
4122670,5
4159888,5
4297206,5
4772122,5
4812289,5
5043533,5
5108464,5
5229655,5
5659567,5
5825063,5
5859864,5
5887241,5
5985683,5
6040072,5
6054907,5
6250879,5
6350969,5
6549858,5
6608774,5
6649402,5
6765569,5
6960449,5
6963875,5
7215864,5
7331669,5
7445799,5
7474630,5
7492622,5
7502011,5
7510832,5
7515054,5
7551419,5
7750133,5
7784570,5
7790162,5
7841562,5
7861411,5
7926176,5
8005839,5
8008843,5
8184555,5
8184773,5
8188220,5
8357251,5
8364655,5
8382485,5
8460003,5
8481851,5
8488921,5
8546748,5
8568998,5
8611708,5
8658778,5
8660801,5
8710429,5
8943482,5
9030659,5
9034355,5
9037416,5
9116262,5
9122039,5
9272090,5
9278956,5
9283570,5
9304074,5
9458509,5
9512249,5
3951902,5
3952391,5
3983076,5
4008978,5
4143584,5
4282491,5
4659177,5
4699590,5
4718702,5
4762912,5
4783151,5
4808332,5
4937017,5
5083031,5
5276112,5
5479032,5
5518673,5
5956382,5
5962667,5
6100975,5
6236050,5
6445109,5
6455014,5
6534134,5
6586702,5
6650043,5
6729196,5
6750029,5
6778431,5
6936398,5
6977075,5
7078032,5
7119313,5
7170442,5
7176277,5
7223550,5
7334760,5
7509235,5
7549907,5
7608158,5
7877367,5
8017795,5
8110594,5
8124503,5
8317983,5
8399751,5
8476820,5
8567872,5
8568877,5
8597273,5
8643347,5
8691768,5
8762308,5
8776422,5
8782628,5
8889127,5
8889414,5
8889430,5
8980377,5
9006648,5
9012172,5
9018138,5
9022649,5
9023089,5
9149806,5
9196940,5
9238586,5
9251191,5
9582674,5
3963372,5
4055228,5
4142695,5
4349827,5
5041510,5
5440155,5
5583155,5
6301179,5
6404671,5
6528776,5
6666835,5
6669454,5
7105834,5
7294455,5
7410308,5
7436234,5
7467066,5
7480640,5
7552099,5
8012277,5
8101606,5
8121478,5
8174691,5
8174700,5
8281719,5
8388900,5
8458650,5
8501081,5
8516731,5
8536625,5
8601458,5
8656369,5
8720815,5
8721559,5
8772606,5
8943366,5
9083961,5
9127085,5
9154228,5
9187485,5
9216391,5
9312607,5
9395359,5
9550016,5
9572834,5
9592306,5
4144862,5
4180784,5
4228434,5
4494123,5
4857839,5
4869847,5
5082471,5
5093062,5
5684566,5
5739170,5
6597010,5
6720935,5
6733354,5
6810064,5
6821898,5
6922385,5
7265143,5
7346625,5
7452212,5
7467518,5
7508283,5
7554750,5
7566879,5
7709525,5
7709766,5
7739284,5
7745207,5
7799290,5
7891446,5
8093569,5
8128858,5
8170638,5
8307372,5
8334279,5
8342172,5
8388307,5
8394760,5
8408132,5
8440423,5
8451189,5
8466816,5
8486693,5
8487796,5
8492098,5
8656396,5
8825852,5
8863527,5
8893157,5
9096437,5
9191377,5
9236250,5
9249184,5
9249189,5
9293759,5
9299395,5
9327458,5
9336273,5
9538950,5
9598690,5
4059972,5
4174536,5
4195476,5
4300064,5
4488277,5
4521968,5
4599933,5
4621926,5
4698540,5
4785624,5
4978455,5
5596602,5
5600820,5
5670914,5
5751415,5
5882948,5
6548521,5
6562761,5
6657525,5
6797336,5
6844188,5
6872971,5
6958151,5
7111635,5
7534336,5
7548937,5
7560855,5
7596950,5
7718421,5
7723487,5
7763588,5
7887926,5
7890510,5
7930923,5
7944864,5
8137688,5
8158596,5
8260052,5
8293818,5
8306083,5
8494036,5
8543266,5
8543579,5
8561199,5
8574744,5
8601178,5
8778715,5
8846081,5
8895577,5
8967236,5
9003367,5
9149432,5
9196951,5
9200286,5
9219706,5
9272158,5
9306596,5
4110093,5
4693914,5
4727230,5
4865837,5
4892682,5
5233827,5
5386779,5
5420448,5
5466932,5
5512218,5
5530581,5
5610192,5
5741442,5
5765578,5
5920464,5
6281833,5
6420711,5
6442305,5
6686446,5
6730537,5
6759197,5
6872504,5
7045283,5
7303872,5
7525102,5
7547484,5
7554787,5
7700040,5
7711494,5
7838077,5
7855074,5
7868665,5
7960069,5
7971449,5
8019231,5
8170968,5
8215895,5
8268301,5
8367059,5
8372183,5
8439631,5
8478011,5
8479181,5
8536132,5
8592465,5
8683555,5
8727697,5
8737231,5
8856738,5
8858165,5
8862394,5
8954811,5
9043764,5
9114881,5
